	댓글번호	댓글내용	답글수	pos길이	본문/전체명사	본문/전체명사종류	자카드	nonset자카드	자카드명사	nonset자카드명사
19	20	3단계로 격상시켜 코로나확산을 조금이라도 막는 노력이 필요합니다.확진자가 많아지면 경제는 더 안좋아집니다.제발 격상시켜 주십시요.긴급재난금 적국민지원으로 매도 하지 마시고 격상으로 인한 피해 소상공인에게 지원합시다.제발~~~~~	0.0	63	0.14285714285714285	0.16666666666666666	0.07142857142857142	0.0992063492063492	0.03296703296703297	0.03296703296703297
7	8	대구때는 진짜 사람이 없을정도..번화가도 횡햇었는데..서울 경기 수도권 번화가 나가봐 ..젊은이들 아주바글바글..참네..진짜 개념없는 젊은애들투성이 드라	1.0	49	0.2857142857142857	0.3076923076923077	0.05371900826446281	0.09917355371900827	0.047058823529411764	0.047058823529411764
24	25	해외도 안막고 중국은 우리나라 사람한테 혈장검사 검사2회 실시하는데 우리는 중국인 무료검사 ㅋ 참 잘도 돌아간다 그리고 7일연속 100명 넘어갔을때 1.5  2단계 갔었어야지 그리고 코로나 끝나면 문재인 심판해라 왜 해외는 안막았으며 강력한 조치는 안하는지 ㅉㅉ	0.0	68	0.19047619047619047	0.16666666666666666	0.07421875	0.09765625	0.03296703296703297	0.04395604395604396
47	48	장난으로 단계를 만들지말고 첨부터 3단계로햇어야지 확산되면 단계높이고 일반감기도아니고 바이러스위험도를보면서 단계갖고 높인다 낮춘다 장난쳐라 한심한것들	0.0	43	0.14285714285714285	0.2	0.07172995780590717	0.09282700421940929	0.023809523809523808	0.023809523809523808
3	4	외식쿠폰.숙박쿠폰등..공무원들 회식.모임등.. 무능한 정부. 맨날 나라 분열만 조장하는 정부..꼴통 문빠들..	4.0	36	0.11764705882352941	0.06666666666666667	0.03418803418803419	0.08974358974358974	0.011111111111111112	0.022222222222222223
27	28	급한대로 서울 경기 두 지역만 집중관리하면 안 됩니까? 인천도 확진자들 보면 다 서울 경기 확진자 접촉으로 나오던데...	0.0	32	0.6666666666666666	0.5555555555555556	0.06465517241379311	0.08620689655172414	0.0625	0.1
4	5	문재인  진짜 아낌없이 주는 나무네 중국은 혈장검사 검사2회 실시 조치하는데 우리나라는 아무런 조치도 안하고 무료로 치료비 내줌 그리고 7일연속 100명 갔을때 1.5든 2단계 올렸어야지 에효	1.0	50	0.058823529411764705	0.06666666666666667	0.06854838709677419	0.08064516129032258	0.011111111111111112	0.011111111111111112
65	66	지금까지  매주 수만명 관광객이 와도 동선겹친자들 음성판정받고 나름 청정지역이었던 여수가 조금씩 확진자 나온거보면전국적 대유행 맞다	0.0	37	0.3076923076923077	0.3076923076923077	0.07142857142857142	0.07983193277310924	0.047058823529411764	0.047058823529411764
78	79	정부 이늠들 감염학과 의사들 말 들어라~지금은 전국적으로 다 퍼졌기때문에 예전이랑 틀리다~검사만 안받았지 확진자가 어마 어마 할꺼다~	0.0	41	0.3333333333333333	0.3333333333333333	0.06666666666666667	0.07916666666666666	0.047619047619047616	0.047619047619047616
12	13	네글자로 설명해준다. 방.역.실.패. 전세계적으로 이렇게 국민 의식과 참여율이 높은 나라가 없는데 자영업자들고 다죽이고 방역도 실패함	0.0	43	0.07142857142857142	0.07142857142857142	0.05737704918032787	0.0778688524590164	0.011235955056179775	0.011235955056179775
95	96	코로나를 비롯해 부동산, 의료, 종교 등 왠밀한 사안들을 모두 정치적인 영역으로 끌어들여 보도하는 형태를 취한 언론인들의 책임이 크다.	0.0	37	0.07692307692307693	0.07692307692307693	0.06276150627615062	0.07531380753138076	0.011363636363636364	0.011363636363636364
79	80	공포라는 말은 아니지?무슨 대재앙 온것처럼 ..차차 줄어들거라 생각합니다.무능력 정부  꺼지고 방역은 오히려 국민들이 하고있네요..모두 힘내세요	0.0	41	0.2222222222222222	0.2222222222222222	0.04938271604938271	0.07407407407407407	0.024096385542168676	0.024096385542168676
55	56	해외  유입 꾸준한데  .. 입국하자 마자 지정격리 안하고  스스로 집  까지 가게하고  자가격리 , 그러고도   방역이냐? 미친 것들	0.0	34	0.25	0.2727272727272727	0.05508474576271186	0.07203389830508475	0.03571428571428571	0.03571428571428571
16	17	적어도 수도권은 2.5 단계 이상 격상해야 하고 타지역도 2단계로는 올려야 맞다고 생각하네요.	0.0	27	0.375	0.42857142857142855	0.05652173913043478	0.06956521739130435	0.0375	0.0375
8	9	다들 K방역이라 부르시던데  이제는 T(대구)방역이라 부르시는게 정답입니다.  @@@코로나 청정도시 대구 화이팅!!!!!!	0.0	33	0.5	0.375	0.04680851063829787	0.06808510638297872	0.037037037037037035	0.06172839506172839
70	71	코로나 위기 속 민노총  파업 수수방관하는 정부여당은 자기 배만 불리며 땅투기 집투기로 자기 배만 불리고 있다. 민주주의의 탈을 쓴 도적떼들!	0.0	38	0.10526315789473684	0.11764705882352941	0.06302521008403361	0.06722689075630252	0.02197802197802198	0.02197802197802198
39	40	코로나는 심해지는데 이 쓰레기 정부와 기사는 온통 추미애 윤석열 기사뿐이고 문재인은 아무런 말이 없구나!! 박근혜나 이명박이나 문재인이나 다 똑같은 인간들이자뭐~~~	0.0	42	0.14285714285714285	0.16666666666666666	0.045454545454545456	0.06611570247933884	0.023255813953488372	0.023255813953488372
93	94	공무원 기초스급자 국가지원금이나 연금대상자는 재외시카고 건강보험 최저내는가구 하고6개월이상 소득없는가구 일인가구 추려서하위 30 프로에 긴급지원 100만원씩 3개월을 지급해줘라 겨울을 나야하잖아	0.0	52	0.045454545454545456	0.045454545454545456	0.047058823529411764	0.06274509803921569	0.010309278350515464	0.010309278350515464
75	76	코로나 잡는다고 쇼하고 자영업만 폭망이다 종부세 올려 세금은 늘고 국가는 국민 피빨고 그래도 민주당 편들고 자빠졌다 모지리들	0.0	35	0.0	0.0	0.04583333333333333	0.0625	0.0	0.0
59	60	이것이 K방역이 얼마나 허점이 많은지 적나라하게 보여지는 것이다!!!!!!	0.0	23	0.2	0.2	0.043668122270742356	0.0611353711790393	0.0125	0.0125
5	6	곧 1000명대가 코앞인데 추미애는 검란이나 일으키고 문재인은 중국신하에게 굽신거리기나하고 백신은없고 민노총집회는 허가해주고... 나라꼴 잘 돌아간다.	0.0	41	0.0	0.0	0.036585365853658534	0.06097560975609756	0.0	0.0
25	26	이번에는  전국확산된 코로나 감염자들  민노총에 핑계도  못대고  완전 쩔쩔매고 있는  문통정부   ㅋ  ㅋ	0.0	25	0.3	0.3	0.04329004329004329	0.05627705627705628	0.03614457831325301	0.03614457831325301
53	54	전국으로 확대하라고 지금 수도권만 문제냐? 이동제한도 아닌데 수도권만 올린다고 참이나 잡히겠다~~~	0.0	26	0.25	0.14285714285714285	0.04291845493562232	0.055793991416309016	0.012195121951219513	0.024390243902439025
1	2	민노총집회후 늘었는데 민노총관련확진자 분류하여 발표안하는이정권 이해가안된다 정부는 민노총관련확진자 발표하라	2.0	31	0.1875	0.18181818181818182	0.034334763948497854	0.055793991416309016	0.023529411764705882	0.03529411764705882
18	19	찹찹하지만 대한민국에 답이 있나싶다.. 갈수록 살기 힘들어지노 다들 마지못해 살기에 후	0.0	27	0.0	0.0	0.03862660944206009	0.05150214592274678	0.0	0.0
41	42	이번 주말이 고비라네요.수도권 주말전에 2.5단계 격상갑시다.	1.0	19	0.125	0.14285714285714285	0.039647577092511016	0.048458149779735685	0.012195121951219513	0.012195121951219513
43	44	정부 진짜 뭐하냐!!! 전국 2단계 해야지!!!주말이라고 답답하다고 죄다 돌아다닐껀데 수도권만 한다고 될일이냐!!!!	0.0	33	0.2857142857142857	0.2857142857142857	0.037815126050420166	0.046218487394957986	0.024691358024691357	0.024691358024691357
61	62	친중 대깨문들은 백신 급하니까 중국제라도 도입하자로 여론몰이 하겠지. 어쩐지 화이자 모더나 백신 확보에  관심 없더라.	0.0	33	0.0	0.0	0.03734439834024896	0.04564315352697095	0.0	0.0
17	18	그동안  검사 안하던걸 왜? 이제사 검사수 늘리고 확진자 늘리지? 광화문 집회에 성난 민심 못오게 트릭 쓰는 느낌. 나만 그럴까?	0.0	36	0.1	0.1111111111111111	0.04564315352697095	0.04564315352697095	0.011904761904761904	0.011904761904761904
14	15	오잉 오늘 대구 한명도 안나왔네 ㅋㅋㅋ 이제 서울 경기가 대구보다 더많이 나오네 음...	0.0	23	0.5714285714285714	0.5	0.03879310344827586	0.04310344827586207	0.0379746835443038	0.05063291139240506
83	84	이참에 최고단계로 격상하자 어짜피 이리되나 힘든건 마찬가지인데 얼랑뚱땅 넘어갈려고 하지 말고...	0.0	27	0.0	0.0	0.0379746835443038	0.04219409282700422	0.0	0.0
81	82	문재앙이 이 처죽일새끼야!! 나라가 이지경까지왔는데 니놈이 지금 짱깨새끼들 만나서 처웃고있을때야!!	0.0	33	0.0	0.0	0.029288702928870293	0.04184100418410042	0.0	0.0
63	64	1주일이라도 단계높여서 시행해야한다  이러다 다죽을수도있지ㅠ	0.0	19	0.0	0.0	0.034782608695652174	0.0391304347826087	0.0	0.0
33	34	그렇게 전문가들이 겨울에 코로나 폭팔한다고 얘기해고 대비해야 한다고 했는데 말을 들어처먹어야지 문재인	2.0	24	0.18181818181818182	0.18181818181818182	0.03418803418803419	0.038461538461538464	0.023529411764705882	0.023529411764705882
76	77	좌파쓰레기정권!!!코로나로 실컷 국민들 이용해먹고 민노총집회는 모른척하고 광화문집회는  살인자취급하고 ㅠㅠ	0.0	28	0.07692307692307693	0.08333333333333333	0.025210084033613446	0.037815126050420166	0.011494252873563218	0.011494252873563218
58	59	아 걱정 하덜덜마~~~~! 우리 나랏님이 다~!~~ 지켜주실팅께!! 이게 다 우리를 위해서 하는 것이여~~~!!	0.0	32	0.0	0.0	0.025	0.0375	0.0	0.0
35	36	정부는 이렇게 늘어나는데도 관심도 없고..	0.0	13	0.3333333333333333	0.3333333333333333	0.022222222222222223	0.035555555555555556	0.01282051282051282	0.01282051282051282
56	57	대구 봉쇄하자는 사람들 어디? 대구만 0명이네	0.0	14	0.4	0.25	0.030973451327433628	0.035398230088495575	0.012658227848101266	0.02531645569620253
57	58	대구 봉쇄하자는 사람들 어디? 대구만 0명이네	0.0	14	0.4	0.25	0.030973451327433628	0.035398230088495575	0.012658227848101266	0.02531645569620253
86	87	이게  다 신천지 이만희교주와 사랑제일교회 전광훈목사, 지난 8.15집회 때문이라메?  에?	0.0	23	0.0	0.0	0.03418803418803419	0.03418803418803419	0.0	0.0
15	16	보수꼴통 집회 관련 확진자는 집요하게 통계내더만 어째 민노총 집회 확진자는 일언반구도 없나??	1.0	25	0.18181818181818182	0.1111111111111111	0.02127659574468085	0.03404255319148936	0.011904761904761904	0.023809523809523808
82	83	민노총을 가리기위해 이런저런 쿠폰을 막 뿌려대서 시민들 탓으로 돌리는 참 무능하고 안타까운 정권	0.0	25	0.0	0.0	0.029535864978902954	0.03375527426160337	0.0	0.0
92	93	이와중에 해외는 계속들어오고 난리도아니다	0.0	12	0.25	0.25	0.03111111111111111	0.03111111111111111	0.012658227848101266	0.012658227848101266
45	46	이와중에 대구만 확진자 없음~~대단한 시민의식	0.0	14	0.3333333333333333	0.3333333333333333	0.030837004405286344	0.030837004405286344	0.025	0.025
62	63	단 열흘이라도 셧다운하자 사람이 살아야 나라가 돌지 지금 나라경제 각정할때냐	0.0	22	0.0	0.0	0.02564102564102564	0.029914529914529916	0.0	0.0
72	73	3차 펜데믹 온듯..가즈하	0.0	11	0.0	0.0	0.022222222222222223	0.02666666666666667	0.0	0.0
67	68	담주 월욜부터 한달간 3단계 가자~	0.0	12	0.0	0.0	0.02654867256637168	0.02654867256637168	0.0	0.0
13	14	식당 가지말고 일 마치면 집에 바로 갑시다	0.0	12	0.0	0.0	0.02654867256637168	0.02654867256637168	0.0	0.0
80	81	삼성다니는데 코로나 확진자 생겼다 3단계로 올려라 ㅡㅡ	0.0	13	0.4	0.4	0.02643171806167401	0.02643171806167401	0.02531645569620253	0.02531645569620253
28	29	정부가 이지경으로 만든거지 누굴 탓하겠냐 ㅋㅋ	0.0	14	0.3333333333333333	0.3333333333333333	0.02631578947368421	0.02631578947368421	0.01282051282051282	0.01282051282051282
87	88	3단계 바로 안가면 무고한 국민들 죽게 됩니다.	0.0	14	0.0	0.0	0.02631578947368421	0.02631578947368421	0.0	0.0
49	50	은경아 숫자 관리 잘해라. 통계청장 목 잘 린 것 잘 알잖니. 관리하는 게 이 숫자냐?	0.0	25	0.0	0.0	0.02127659574468085	0.02553191489361702	0.0	0.0
91	92	민노총  집회허용  때문에  국민들 안이해져서  틀렸어  정부가  망치는군	0.0	15	0.16666666666666666	0.16666666666666666	0.021739130434782608	0.021739130434782608	0.012345679012345678	0.012345679012345678
64	65	다음 달은 달창들이 이뻐하는 민노총 집회 영향 ? ? ? 기대 된다 ㅋ	0.0	18	0.0	0.0	0.021645021645021644	0.021645021645021644	0.0	0.0
73	74	문화쿠폰 뿌릴때부터 알아봣다 세금을 공중에 뿌리는 개 상넘들	0.0	18	0.0	0.0	0.02145922746781116	0.02145922746781116	0.0	0.0
20	21	문통 이쯩되면 한마디 해야하는거 아녀?  곧 종식된다고  설레발 치더니만~^^	0.0	19	0.0	0.0	0.021367521367521368	0.021367521367521368	0.0	0.0
51	52	서울 ㅡ대구 욕하더만 ~~이제는  서울느그 우짜노코로나 너희집 대문앞대기중이내 ㅋㅋ	0.0	21	0.3	0.2222222222222222	0.01694915254237288	0.0211864406779661	0.024096385542168676	0.03614457831325301
29	30	대통령 비서실장 노영민 말씀 하시길  : 여러분 전국에서 몰려 오는 민노총 살인자들 때문 입니다.	0.0	21	0.0	0.0	0.0211864406779661	0.0211864406779661	0.0	0.0
66	67	단계 올리라는 새끼들 특 재택근무 또는 잼민이들 학교가기 싫어서 그런거잖어 안봐도뻔하지	0.0	24	0.0	0.0	0.016736401673640166	0.02092050209205021	0.0	0.0
31	32	민노총집회 허가하는이정부하곤 민노총 확진자 발표해라	0.0	12	0.125	0.14285714285714285	0.01762114537444934	0.01762114537444934	0.012195121951219513	0.012195121951219513
26	27	민노총   집회 창가자  확진자  몇명인지  말해라	0.0	11	0.16666666666666666	0.16666666666666666	0.013215859030837005	0.01762114537444934	0.012345679012345678	0.012345679012345678
9	10	민주노총 집회관련 확진자 언급은 없네.	0.0	11	0.14285714285714285	0.14285714285714285	0.01762114537444934	0.01762114537444934	0.012195121951219513	0.012195121951219513
44	45	쫌 모이지 말라면 모이지 말면 않되나? ㅎㅎㅎ	1.0	14	0.0	0.0	0.013157894736842105	0.017543859649122806	0.0	0.0
37	38	전국으로 퍼지는거 보니까ㅜ민노총 애들맞네	0.0	12	0.0	0.0	0.017543859649122806	0.017543859649122806	0.0	0.0
101	102	K방역 화이팅   문재인  민주당에 감사드립니다.코로나 대응 잘  해서	2.0	13	0.25	0.25	0.017467248908296942	0.017467248908296942	0.024390243902439025	0.024390243902439025
0	1	무엇 때문 인지 , 이번 대통령님의 임기가 참 길게 느껴집니다.	11.0	15	0.0	0.0	0.017316017316017316	0.017316017316017316	0.0	0.0
69	70	지금 3단계해서 잡아야지... 시간 끌다가 다 태워먹는다ㅡㅡ	0.0	16	0.0	0.0	0.017241379310344827	0.017241379310344827	0.0	0.0
42	43	ㅋㅋㅋㅋㅋㅋㅋ 역대 최고의 빙47838신 세대인 2030이랑 민주노총이 한건 제대로 했구만	0.0	21	0.0	0.0	0.01694915254237288	0.01694915254237288	0.0	0.0
30	31	좋은 말 할때 3단계로 올려라	0.0	9	0.0	0.0	0.01327433628318584	0.01327433628318584	0.0	0.0
96	97	대통령은 어케 말한마디도 없을까요 ㅋㅋㅋ	0.0	10	0.0	0.0	0.013215859030837005	0.013215859030837005	0.0	0.0
52	53	3단계 가라	0.0	4	0.0	0.0	0.009009009009009009	0.009009009009009009	0.0	0.0
94	95	생각보다 적네요	1.0	4	0.0	0.0	0.009009009009009009	0.009009009009009009	0.0	0.0
77	78	해외 유입좀 막아줘요	0.0	6	0.6666666666666666	0.6666666666666666	0.008928571428571428	0.008928571428571428	0.025974025974025976	0.025974025974025976
60	61	3단계 바로가나요~~	0.0	6	0.0	0.0	0.008928571428571428	0.008928571428571428	0.0	0.0
34	35	죽을일먼남았네	0.0	7	0.0	0.0	0.008888888888888889	0.008888888888888889	0.0	0.0
48	49	정은경본부장도 내려와 이제ㅋㅋ	0.0	7	0.25	0.25	0.008888888888888889	0.008888888888888889	0.012658227848101266	0.012658227848101266
2	3	3단계로 해라 진짜 스트레스받는다	6.0	8	0.0	0.0	0.008849557522123894	0.008849557522123894	0.0	0.0
74	75	약나오기전까지 힘들겠다	0.0	8	0.0	0.0	0.008849557522123894	0.008849557522123894	0.0	0.0
71	72	민주당이새기들아 문씨 탄핵가즈아	0.0	10	0.0	0.0	0.00881057268722467	0.00881057268722467	0.0	0.0
32	33	민노총 집회 왜 안막냐 하....	0.0	9	0.0	0.0	0.00881057268722467	0.00881057268722467	0.0	0.0
11	12	3단계로해서라도 빨리 끝나길~~~	0.0	9	0.0	0.0	0.00881057268722467	0.00881057268722467	0.0	0.0
36	37	800명 가즈아!!!!!!!!!!!  700오바에  올인 ㅋㅋㅋㅋㅋㅋ	0.0	12	0.0	0.0	0.008733624454148471	0.008733624454148471	0.0	0.0
54	55	정치코로나제발그만좀해라 재인아...	0.0	12	0.0	0.0	0.008695652173913044	0.008695652173913044	0.0	0.0
40	41	코로나공포정치	0.0	3	0.25	0.25	0.0045045045045045045	0.0045045045045045045	0.012658227848101266	0.012658227848101266
46	47	문재인 뭐하냐?	0.0	5	0.0	0.0	0.004464285714285714	0.004464285714285714	0.0	0.0
21	22	3단계 해서 잡으세요	0.0	5	0.0	0.0	0.004464285714285714	0.004464285714285714	0.0	0.0
89	90	역시 k방역!!! 훠훠훠	0.0	8	0.2	0.3333333333333333	0.0044444444444444444	0.0044444444444444444	0.01282051282051282	0.01282051282051282
68	69	ㅋㅋㅋㅋ이게 케이 방역인 거죠??ㅋㅋㄱㅋㅋㅋㅋ	0.0	14	0.25	0.25	0.0043859649122807015	0.0043859649122807015	0.012658227848101266	0.012658227848101266
88	89	이제 안전한 곳은 집 외엔 없다는거 느낍니다	0.0	12	0.0	0.0	0.004329004329004329	0.004329004329004329	0.0	0.0
90	91	민노총 책임져라!	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0
50	51	안끝난다 이제 시작	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0
98	99	南韩是共产党。	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0
