,댓글번호,댓글내용,답글수,pos길이,본문/전체명사,본문/전체명사종류,자카드,nonset자카드,자카드명사,nonset자카드명사
60,61,대한항공 직원들 개시아나 직원들한테 욕하고 갑질해도 쌉인정 ~,0.0,17,0.6,0.5,0.01054481546572935,0.014059753954305799,0.006644518272425249,0.009966777408637873
22,23,"산은은 살고, 대항은 죽고, 국민은 이러나 저러나 죽겠구나",0.0,19,0.5,0.5,0.012367491166077738,0.02120141342756184,0.006644518272425249,0.006644518272425249
58,59,회사는 빚더미인데 관련인들은   잘먹잘산다 니들이다 해먹고있군,0.0,21,0.5,0.5,0.019400352733686066,0.021164021164021163,0.006644518272425249,0.006644518272425249
17,18,한진에서 쫄리는지 겁나 언플하네나랏돈으로 아시아나 먹는 특혜주려고 두리뭉실 넘어가려다 걸리는게 많지?,0.0,28,0.4,0.4,0.01206896551724138,0.013793103448275862,0.006622516556291391,0.006622516556291391
18,19,하이고 모지리들 비행기 대부분 리스라 부채로 잡혀요,0.0,10,0.3333333333333333,0.3333333333333333,0.008849557522123894,0.008849557522123894,0.006600660066006601,0.006600660066006601
51,52,코리아나항공? 80년대 갬성인가요,0.0,9,0.3333333333333333,0.3333333333333333,0.007079646017699115,0.007079646017699115,0.006600660066006601,0.006600660066006601
53,54,대단한 경영이네~~~~영끌 빛항공 그 많은돈 어디다 썻나 짚어서 책임지게 해라 세금 쓰지말고~~,0.0,28,0.2857142857142857,0.2857142857142857,0.015544041450777202,0.015544041450777202,0.006578947368421052,0.006578947368421052
33,34,"국가가 뒷배  바주나? 구조조정을 확 하고 해도 될까말깐데,  구조조정없이 한다고?  세금이 남아도나?",0.0,28,0.4444444444444444,0.2857142857142857,0.017452006980802792,0.02268760907504363,0.006578947368421052,0.013157894736842105
10,11,아직 확정된거아니지않나? 이렇게 여론 몰이하지마라... 이런 기사들 흘리고 유야무야 은근슬쩍 통합하지말자.,0.0,31,0.2857142857142857,0.2857142857142857,0.020869565217391306,0.02782608695652174,0.006578947368421052,0.006578947368421052
48,49,이씨 아이씨  증자참여 하는돈이 당신돈이가?꼬롭한시키,0.0,15,0.2857142857142857,0.2857142857142857,0.01232394366197183,0.01232394366197183,0.006578947368421052,0.006578947368421052
39,40,아부지가 키워논 그룹 자식이 말아먹는구나..경영권 유지가뭐길래 독배를마시려고하는가..,0.0,25,0.2857142857142857,0.2857142857142857,0.013961605584642234,0.020942408376963352,0.006578947368421052,0.006578947368421052
14,15,"조원태. 음주운전도 했고, 무슨이유였는지 학사도 반납하지 않았나. 이런 사람이 항공사오너라니",0.0,26,0.2222222222222222,0.2222222222222222,0.02276707530647986,0.02626970227670753,0.006535947712418301,0.006535947712418301
36,37,그냥  우리말  대한항공. 영문  코리아에어.  진에어  에어부산  에어서울은 우리말  서울항공   영문   서울에어로하세요.,0.0,26,0.14285714285714285,0.18181818181818182,0.012259194395796848,0.021015761821366025,0.006493506493506494,0.006493506493506494
46,47,"예전 하나은행의  론스타  밀어주기식으로 누이좋고 매부 좋은격 되는거 아냐?  골치덩어리 떠넘겨좋구, 뒷돈받아 더 좋구, 한진은 명실상부 대마불사가 되기에 걔들도 좋구.  국민들 세금만 꼬라박는 격이될거 같은데,",0.0,61,0.125,0.13333333333333333,0.03236797274275979,0.05110732538330494,0.00641025641025641,0.00641025641025641
28,29,다 아는 내용 또 쓰냐?,0.0,8,0.5,0.5,0.005309734513274336,0.005309734513274336,0.0033333333333333335,0.0033333333333333335
12,13,기사 잘써라,0.0,3,0.5,0.5,0.0017793594306049821,0.0017793594306049821,0.0033333333333333335,0.0033333333333333335
23,24,아 그냥 아시아나 걸르지;,0.0,7,0.5,0.5,0.005319148936170213,0.005319148936170213,0.0033333333333333335,0.0033333333333333335
55,56,기사 참 자극적이네...,0.0,8,0.3333333333333333,0.3333333333333333,0.0070921985815602835,0.0070921985815602835,0.0033222591362126247,0.0033222591362126247
47,48,대한아시나요항공,0.0,4,0.3333333333333333,0.3333333333333333,0.0035587188612099642,0.0035587188612099642,0.0033222591362126247,0.0033222591362126247
61,62,살다 살다 조현아를 응원하게 될줄이야...,0.0,15,0.3333333333333333,0.3333333333333333,0.01415929203539823,0.01592920353982301,0.0033222591362126247,0.0033222591362126247
29,30,통합반대!!,0.0,4,0.3333333333333333,0.3333333333333333,0.0017793594306049821,0.0017793594306049821,0.0033222591362126247,0.0033222591362126247
43,44,손에 손잡고~~벽을 넘어서~~~코리아나,0.0,11,0.25,0.25,0.0088339222614841,0.0088339222614841,0.0033112582781456954,0.0033112582781456954
3,4,이런 큰사업을하는데 실사한번않한다고?,1.0,12,0.25,0.25,0.008818342151675485,0.008818342151675485,0.0033112582781456954,0.0033112582781456954
11,12,망한기업떠안는것도 이상한데이름도 바꾸는거니?,0.0,15,0.25,0.25,0.007029876977152899,0.01054481546572935,0.0033112582781456954,0.0033112582781456954
15,16,노조는 몇개냐 찬성한다는 노조는 모냐,1.0,11,0.4,0.25,0.005309734513274336,0.008849557522123894,0.0033112582781456954,0.006622516556291391
0,1,대한항공 빚 23조 ㄷㄷ,12.0,6,0.2,0.25,0.005338078291814947,0.005338078291814947,0.0033112582781456954,0.0033112582781456954
32,33,코리아나에서 웃었닼...자존심상해,0.0,10,0.2,0.2,0.008849557522123894,0.008849557522123894,0.0033003300330033004,0.0033003300330033004
24,25,"조원태는 깜이 아니다, 합치고 나중에 조원태 팽~당하고 누구에게 갈까?",0.0,20,0.3333333333333333,0.2,0.015817223198594025,0.019332161687170474,0.0033003300330033004,0.006600660066006601
2,3,빚이 저만큼 많은데 오너일가는 잘산다는게 정말 아이러니지,5.0,15,0.16666666666666666,0.16666666666666666,0.01054481546572935,0.01054481546572935,0.003289473684210526,0.003289473684210526
57,58,가처분신청 기각도 안 되었는데 이런 기사를 쓰다니 완전 쓰레기임,0.0,16,0.14285714285714285,0.14285714285714285,0.010526315789473684,0.010526315789473684,0.003278688524590164,0.003278688524590164
42,43,세금 = 재벌들 국개의원들 똥닦아주는 눈먼 돈,0.0,15,0.14285714285714285,0.14285714285714285,0.005253940455341506,0.0070052539404553416,0.003278688524590164,0.003278688524590164
50,51,10년 뒤... 다규 만들어 지고... 15년두 영화블랙머니 & 블랙 플라잉,0.0,22,0.0,0.0,0.014035087719298246,0.017543859649122806,0.0,0.0
37,38,미쳤네. 아직 결론 난게 아무것도 없는데 이렇게 해도 되나모르겠네요,0.0,18,0.0,0.0,0.014035087719298246,0.014035087719298246,0.0,0.0
44,45,비행기 현금주고 못사요빛내서 사는게 맞아요,0.0,13,0.0,0.0,0.007029876977152899,0.007029876977152899,0.0,0.0
54,55,적당히해라진짜,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0
19,20,원래 은행은 재벌편,0.0,5,0.0,0.0,0.0017730496453900709,0.0017730496453900709,0.0,0.0
41,42,그래서 한다는거야 만다는거야...,0.0,9,0.0,0.0,0.0035398230088495575,0.0035398230088495575,0.0,0.0
45,46,시 ㅂㅏ ㄹ ㅜㅜㅠ정부 생각없는듯 하,0.0,10,0.0,0.0,0.005291005291005291,0.005291005291005291,0.0,0.0
25,26,하지마라하면 좀 하지마,0.0,10,0.0,0.0,0.0071174377224199285,0.012455516014234875,0.0,0.0
